data	company	n	delta	Lat	Lon
2017-02-17	BOEMOS SPA - INDUSTRIA CALZATU	2	0	43.7292	10.8082
2017-02-17	RIVER GROUP SPA	4	0	43.7292	10.8082
2017-02-17	CALZATURIFICIO STELLA SRL	4	0	43.7477	11.0731
2017-02-17	DREAMPELL SRL	1	0	43.7567	11.1848
2017-02-17	STELLA MCCARTNEY ITALIA SRL	1	0	43.7567	11.1848
2017-02-17	AQUAZZURA ITALIA SRL	12	1	43.7699	11.2556
2017-02-17	EXCLUSIVE SRL	2	0	43.6395	11.5646
2017-02-17	MORO MINUTERIE SRL	1	0	45.4077	11.8734
2017-02-17	CALZATURIFICIO NERI SRL	4	0	45.4173	12.0332
2017-02-17	TOMMY SRL	7	0	45.4173	12.0332
2017-02-17	EFFEUNO SRL	4	0	41.8933	12.4829
2017-02-17	FENDI SRL	54	0	41.8933	12.4829
2017-02-17	MERCURI MODA SRL	4	0	43.2567	13.7608
2017-02-17	JEANNOT S SRL	1	0	41.1992	16.5968
2017-02-17	CHRISTIAN LOUBOUTIN S.A.S.	19	0	48.8566	2.3515
2017-02-17	CHRISTIAN LOUBOUTIN SAS	17	0	48.8566	2.3515
2017-02-17	MANDO SARL	1	0	48.8566	2.3515
2017-02-17	JAIME MASCARO S.A	1	0	39.9833	4.01095
2017-02-17	CALZATURIFICIO MARTINI SRL	2	0	45.7465	8.43607
2017-02-17	NOVA RAMPALUX SNC	2	0	45.6915	8.93154
2017-02-17	GIOVANNI MONTE SRL	4	0	45.5586	8.94789
2017-02-17	LA GRIFFE SRL	14	0	45.5586	8.94789
2017-02-17	C.L. SERVICES TECHNIQUES SRL	2	0	45.5567	8.97774
2017-02-17	SEYMECHAMLOU SRL	4	0	45.5567	8.97774
2017-02-17	DOLCE & GABBANA SRL	19	0	45.4668	9.1905
2017-02-17	VALENTINO SPA	23	0	45.4668	9.1905
2017-02-20	DISGRAMARC S.L.	4	0	38479	-0.795676
2017-02-20	CIRQUE DU SOLEIL	3	0	-37.4835	-72.3324
2017-02-20	TORY BURCH	9	0	40.7306	-73.9866
2017-02-20	ALTERNATIVA DE MODA SAS TOUCHE	23	3	6.25598	-75.58
2017-02-20	CRIS CONF SPA	18	0	44864	10.0667
2017-02-20	FREELAND SRL CALZATURE	3	0	43.7292	10.8082
2017-02-20	SWINGER INTERNATIONAL SPA	1	0	45.4741	10.8462
2017-02-20	CALZATURIFICIO ILARIA SRL	3	0	43.3901	11.2231
2017-02-20	AQUAZZURA ITALIA SRL	2	0	43.7699	11.2556
2017-02-20	SALVATORE FERRAGAMO SPA	6	0	43.7699	11.2556
2017-02-20	MORELLATO SPA	1	0	46.0636	11.4672
2017-02-20	FENDI SRL	24	0	41.8933	12.4829
2017-02-20	SOFF-ART SRL	1	0	42.5641	12.6405
2017-02-20	MENGHI SHOES & CO. S.R.L.	2	0	43441	13.6088
2017-02-20	BAMBOLETTA SRL	1	0	43.3055	13.7229
2017-02-20	MERCURI MODA SRL	9	0	43.2567	13.7608
2017-02-20	CALZATURIFICIO GENSI GROUP SRL	2	0	42.7535	13.9667
2017-02-20	GDA SRL	2	0	40.1743	18.1678
2017-02-20	GABOR SPOL S.R.O.	18	0	49.2197	18.7397
2017-02-20	CHRISTIAN LOUBOUTIN S.A.S.	13	0	48.8566	2.3515
2017-02-20	CHRISTIAN LOUBOUTIN SAS	38	0	48.8566	2.3515
2017-02-20	MANDO SARL	13	0	48.8566	2.3515
2017-02-20	MAISON MICHEL	13	0	48.9146	2.38219
2017-02-20	DORUK DERI KONF.SAN.VETIC.LTD.	5	0	41.0096	28.9652
2017-02-20	JAIME MASCARO S.A	4	0	39.9833	4.01095
2017-02-20	ROVEDA SRL	1	0	45.5586	8.94789
2017-02-20	ST.GERMAIN BOUTIQUE SRL	1	0	45.5586	8.94789
2017-02-20	PHILIPP PLEIN INTERNATIONAL AG	1	0	46005	8.95203
2017-02-20	NOVARLUX ITALIA SRL	3	0	45.5567	8.97774
2017-02-20	SEYMECHAMLOU SRL	18	0	45.5567	8.97774
2017-02-20	CIEMME SRL	9	0	39.2915	9.00154
2017-02-20	DOLCE & GABBANA SRL	16	0	45.4668	9.1905
2017-02-20	VALENTINO SPA	4	0	45.4668	9.1905
